        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 2.76000000e+02,        +7.071067811865e+00,        +6.729179728435e+00,        +2.521615713018e-02,        +4.235277673935e+00,        +1.016777560001e+00,        +7.071067811865e+00,        +4.235277673935e+00,        +1.016777560001e+00,        +6.705454188190e+00,        +1.873271665019e-02
 2.78000000e+02,        +7.071067811865e+00,        +6.750851323754e+00,        -2.612743581909e-03,        +4.302119286780e+00,        +6.390852123578e-01,        +7.071067811865e+00,        +4.302119286780e+00,        +6.390852123578e-01,        +6.726895114401e+00,        -7.466842034469e-03
 2.80000000e+02,        +7.071067811865e+00,        +6.767176898045e+00,        -3.378560601054e-02,        +4.335244751129e+00,        +2.573243605694e-01,        +7.071067811865e+00,        +4.335244751129e+00,        +2.573243605694e-01,        +6.743183808396e+00,        -3.701792034658e-02
 2.82000000e+02,        +7.071067811865e+00,        +6.777662103551e+00,        -6.730221475068e-02,        +4.334407373401e+00,        -1.254518060694e-01,        +7.071067811865e+00,        +4.334407373401e+00,        -1.254518060694e-01,        +6.753822874397e+00,        -6.894748851156e-02
 2.84000000e+02,        +7.071067811865e+00,        +6.781998455880e+00,        -1.020918708407e-01,        +4.299652622705e+00,        -5.061670993906e-01,        +7.071067811865e+00,        +4.299652622705e+00,        -5.061670993906e-01,        +6.758496718764e+00,        -1.022114682525e-01
 2.86000000e+02,        +7.071067811865e+00,        +6.780072957813e+00,        -1.370480160532e-01,        +4.231322581136e+00,        -8.817549490889e-01,        +7.071067811865e+00,        +4.231322581136e+00,        -8.817549490889e-01,        +6.757081267327e+00,        -1.357287241504e-01
 2.88000000e+02,        +7.071067811865e+00,        +6.771971153725e+00,        -1.710641100041e-01,        +4.130055519122e+00,        -1.249192050750e+00,        +7.071067811865e+00,        +4.130055519122e+00,        -1.249192050750e+00,        +6.749647217366e+00,        -1.684163255483e-01
 2.90000000e+02,        +7.071067811865e+00,        +6.757973463076e+00,        -2.030694555028e-01,        +3.996780388166e+00,        -1.605532043185e+00,        +7.071067811865e+00,        +3.996780388166e+00,        -1.605532043185e+00,        +6.736456668331e+00,        -1.992247933166e-01
 2.92000000e+02,        +7.071067811865e+00,        +6.738544922903e+00,        -2.320636545290e-01,        +3.832706274642e+00,        -1.947938183274e+00,        +7.071067811865e+00,        +3.832706274642e+00,        -1.947938183274e+00,        +6.717953252956e+00,        -2.271720314615e-01
 2.94000000e+02,        +7.071067811865e+00,        +6.714318748251e+00,        -2.571484324407e-01,        +3.639307109067e+00,        -2.273714025756e+00,        +7.071067811865e+00,        +3.639307109067e+00,        -2.273714025756e+00,        +6.694746165887e+00,        -2.513746965180e-01
 2.96000000e+02,        +7.071067811865e+00,        +6.686074377242e+00,        -2.775556885856e-01,        +3.418302155529e+00,        -2.580331220603e+00,        +7.071067811865e+00,        +3.418302155529e+00,        -2.580331220603e+00,        +6.667588741888e+00,        -2.710758751782e-01
 2.98000000e+02,        +7.071067811865e+00,        +6.654710887077e+00,        -2.926708088912e-01,        +3.171632997801e+00,        -2.865453702747e+00,        +7.071067811865e+00,        +3.171632997801e+00,        -2.865453702747e+00,        +6.637352453353e+00,        -2.856681143832e-01
 3.00000000e+02,        +7.071067811865e+00,        +6.621216835478e+00,        -3.020504970543e-01,        +2.901437877895e+00,        -3.126957754098e+00,        +7.071067811865e+00,        +2.901437877895e+00,        -3.126957754098e+00,        +6.604997364173e+00,        -2.947110652616e-01
